Total Household Income,Total Food Expenditure
137945,66037
174165,95337
274740,56322
375659,194636
116860,28655
99680,61487
226230,94584
558464,145865
198580,47235
402076,115330
702160,168680
386145,116503
351210,67194
372594,112756
404608,127635
237740,70919
178900,70416
87779,41293
90141,28401
250473,93361
222297,98503
208242,97397
464002,119338
125734,68271
233950,80750
163812,88545
304610,96011
290874,55694
275080,71500
182322,48491
209339,65899
148799,72739
167273,91958
566295,137217
113750,45552
128430,44621
151968,68337
101685,54966
115875,28826
181300,50015
68134,28823
202980,66380
137580,84826
183847,44417
79117,40323
96140,41562
264530,55256
153765,53526
322325,92276
519936,87205
370535,78123
189580,69905
351254,51731
238049,41485
136470,42677
136230,37726
205253,51402
310111,78134
228314,84615
210512,55122
185511,30883
197024,38890
203221,73629
163109,46277
106168,43344
126495,70733
116941,23954
540725,133829
206827,64295
274018,73493
127355,63840
68912,37151
281785,84576
89320,37980
152000,62242
924261,144577
569514,101092
94000,29582
81586,55521
328808,157089
379648,102781
304300,204406
229175,100392
243570,60451
161700,64227
357842,58032
157216,67342
185840,73028
429314,127972
576216,198490
287820,112073
620452,142618
1550802,232614
597060,138016
684365,141689
149700,95304
109712,67742
687282,180072
235348,67686
209858,85474
58302,26676
161348,59263
195630,86041
172487,97534
779200,148465
247963,101906
218395,83183
333499,111455
238252,54202
638068,60474
161379,68167
78620,36641
391342,82704
162646,49645
136578,44098
108198,44603
191468,70227
91290,51517
175584,63349
114594,66960
70670,33594
171883,67167
109049,41096
260312,102527
104873,43603
126671,78123
261438,110034
136338,52011
157856,59936
358223,91988
137262,51733
118245,62705
173522,70226
151013,73935
463900,116661
235925,75409
503681,104399
115498,45709
320459,122068
74774,37916
117842,54104
142821,20510
169382,87108
91345,38870
77000,22934
127345,51371
752800,163429
309753,36857
417680,115235
1488210,185413
790428,49865
808395,174335
552800,115362
173956,55191
99511,39864
79235,32362
89817,51497
133603,83340
103656,52251
357807,115681
115262,54185
170572,49318
72626,41661
859016,98914
177100,75417
97388,36303
101231,51123
366015,43961
106804,56566
226939,63122
74495,49090
108554,44279
105244,59522
133978,66164
101894,51350
411172,103349
322282,74523
44209,18606
151139,39903
512835,164717
978705,157430
91572,29970
38667,19810
73205,45219
156900,58064
134712,68876
157577,87555
466759,190264
154847,67577
192675,78630
226890,94678
219350,111380
332433,69791
161116,129288
928680,271422
192161,76823
482680,114697
496465,174071
198105,110814
515152,157669
406802,127517
242235,70227
271217,110126
97032,40833
398565,78352
702180,162176
126338,47155
286333,80057
245667,73022
384280,142501
305750,69411
733986,146697
706897,213395
181543,99347
259107,73210
34870,18059
89203,42545
138188,36403
383900,57103
133417,67324
115250,34409
237724,73971
176098,75316
104385,42289
64185,32420
175799,49780
86965,37650
120222,52988
323775,57797
175365,58566
694023,64692
63695,50070
201872,104894
75716,29925
148285,45051
333891,136281
129798,62077
346940,84597
76145,50244
107320,60413
78205,32680
55667,25431
211343,60841
205950,69851
366185,88499
268665,73706
331029,76540
57950,20056
127997,59264
161075,65574
83855,40104
466004,180730
170411,70291
325598,78921
354018,87961
282378,78066
139583,66501
209895,69019
247559,72468
149354,46197
101005,37919
125385,41674
263037,70398
170645,34189
96205,47248
332420,86610
97777,34627
209630,40167
174815,42164
286760,64557
273076,79868
83515,42146
127395,89639
384590,128082
262250,127884
563948,109247
95840,39506
203559,95082
396103,138324
211290,84272
230840,96540
638016,160001
679340,121400
306280,153911
133020,68750
155250,61131
264874,77342
177082,92508
477261,73191
298142,97561
491959,118109
291224,93252
157690,81962
452841,122464
319666,119786
156289,55915
373734,102971
370424,146793
436591,90877
141084,68349
254083,88589
388799,104476
149800,73407
121855,41075
284811,61224
216074,78582
46422,24714
213372,120089
45602,23569
214160,83490
148461,51172
268710,141757
184053,89386
100450,48487
297209,141221
121975,34538
84758,48452
202550,67395
134660,56658
124140,70566
186370,72334
129196,60910
99108,66143
97390,51003
153565,55670
97568,76484
89400,31767
163080,89085
123180,60059
111906,52985
127667,71103
98363,55950
147281,94666
548774,159587
44565,23108
349622,103940
146634,72588
253740,98099
122515,94265
223975,103373
138098,92253
73438,46904
111397,46186
44163,20519
102387,57304
61325,34316
164090,66396
426844,85593
66507,42463
258845,108072
280401,101549
236670,63252
298073,48941
253766,32400
99718,51941
184288,88140
48391,24450
238460,64004
283568,54295
209411,69819
135626,65731
119564,37502
136129,79372
106001,59488
303980,134743
244480,124356
125711,65991
391794,116036
146996,53298
129325,99525
100260,68984
68679,37251
570550,42641
193495,84870
98238,60235
121959,65365
233760,60062
57680,36792
180675,125459
101205,80622
68995,45899
91634,35102
491668,112995
107116,71667
281860,93355
372170,103707
119476,36465
170548,39724
105956,55510
94438,46244
248054,93842
277208,48195
129230,54032
75740,33471
75772,55282
78890,39264
108426,44946
297020,76906
108336,37003
54525,40932
118740,50056
88297,50694
147003,51988
183161,70153
256255,69514
87160,45121
90940,36926
273445,53662
114150,41530
324502,59893
255265,75424
104790,73192
102740,42989
172127,99889
65949,40088
253659,136039
157569,72974
596514,127185
156694,49475
186819,50666
213449,96679
115850,57423
198881,71851
199077,46034
142591,70822
220740,71608
196439,91515
122223,66055
99915,52092
119109,56557
341768,123556
119160,66881
169530,68289
216658,82870
94521,49511
101035,57369
195486,74358
205420,45033
76966,50901
277901,46329
220191,86697
158005,64069
105968,49484
116285,60339
123976,57401
227712,90465
241930,85939
156805,71241
134121,62162
83629,41639
149662,46650
65629,56798
240373,72989
159497,76133
125530,77259
160509,74406
252644,96366
261115,73900
79814,40184
198254,67172
145049,73161
193326,66034
108416,53277
160647,98589
131132,55207
226602,48863
65285,38314
113802,91537
46590,32714
134030,60408
169421,83837
369710,78450
365762,109059
423750,166385
41919,33168
256772,88775
893199,236055
119125,72146
466430,75225
784166,166890
745270,161136
544408,164797
554752,173618
412019,115626
107311,54482
131360,51426
125370,55166
98050,39694
125495,38710
140620,81240
56059,26096
141133,15039
110780,30174
303779,83229
178106,96212
307075,96919
251842,123810
395864,106834
161184,85645
62680,27488
99025,68609
126260,72541
439228,127958
137511,74630
108036,39844
322830,125596
143500,50688
730050,119097
203742,58021
224532,99113
281830,66812
259093,124544
841425,156050
355798,75439
260372,96481
136950,58186
328400,135718
382858,111558
93774,44521
115308,56175
361210,110221
183498,68328
1026443,135389
84568,60514
189195,90543
182260,66540
139600,61137
148977,75133
338937,123842
845338,144928
161080,121206
206575,26913
155424,121484
202909,70307
612180,193769
101317,68542
185486,48558
113377,66736
22005,2947
143764,93081
215410,59963
382778,127127
105661,75349
105255,55325
209515,96637
58204,26886
178376,65610
121126,55602
36094,22602
367130,74297
1547720,159287
164294,74029
119120,60486
154402,59447
231872,107889
158900,43436
112141,39716
185680,54070
175840,62935
177351,68241
174230,65498
137559,49023
102125,31756
149110,78781
187182,104229
310460,97906
100029,53311
215514,135016
159005,84813
137065,70258
169140,78881
90856,39591
132632,51613
55908,41373
114860,42996
110250,31177
69258,30840
76381,38075
136835,86910
115303,27958
112723,43886
160831,62789
58498,25707
96244,31108
87322,41760
36544,24185
57607,25563
33590,19504
47191,22326
77475,47380
24506,15834
241357,55265
46566,21863
160667,39385
96407,39912
88058,56243
83838,51002
101326,62084
66802,21862
112159,38892
67495,60669
53469,21883
182769,54654
89230,33640
55131,45012
117195,84507
88056,51325
119106,63636
108859,74225
61505,29153
261080,123575
379926,140442
145861,43844
267935,69548
220977,98401
248202,115633
359096,77209
218584,96491
78597,47733
254350,58696
277630,113412
291472,87395
347396,73891
174610,77782
1041600,140866
132810,91584
550533,110056
118806,39848
474774,139815
177493,88263
732000,86916
296252,77183
1168445,121575
497034,144898
174070,38302
214650,59423
338040,40706
399565,103681
200580,66627
246776,94662
121336,69946
196692,100775
794702,334539
231536,74509
144080,49824
322599,90887
253748,98762
693566,114917
352820,145312
332186,147025
433800,157579
242918,73593
475906,97126
97946,41414
162730,63192
394256,121297
340129,66909
530500,133233
273975,128883
380228,91586
88557,42185
1061608,162863
565677,134298
803548,100644
792365,187699
126622,48483
221309,65100
1104610,94823
407774,154440
142629,104768
341608,93033
854360,199191
1081030,166113
256300,101537
165765,110553
402795,98093
313994,119550
435177,176251
481512,103771
397760,94751
569000,117344
291861,77216
153330,70101
502200,120189
45280,31701
125520,69876
134872,46618
113922,68508
282970,65304
177648,87559
487900,127108
458424,94989
161200,24781
258200,112690
175710,80738
856716,127568
171500,64189
2060972,196604
214557,58547
369150,98830
226260,91340
468948,78017
551808,126351
234448,124850
488450,46062
328300,73859
114944,58092
474120,104767
346420,148949
273990,63304
88203,51028
123615,67816
394400,83737
170760,98041
375600,63558
401360,132799
222426,85476
136920,36104
136200,78894
325742,102573
497200,131875
277640,109257
111800,43163
72000,32646
216550,64964
352878,138735
423657,107357
704530,216442
1608133,288392
2665970,297221
360610,129907
1100552,179461
222756,91326
127575,81757
199656,79448
282426,140585
87000,59650
68729,48388
83281,61458
479032,118979
157721,96571
261550,154115
173738,85509
716788,144216
328622,136362
176314,100479
128540,78397
173910,81810
141040,70093
80000,30584
103199,47369
221362,102777
468186,138542
226774,86342
33627,19257
606436,266941
236782,51488
256381,56772
140740,65294
167657,48200
115680,71303
152445,52984
155940,84424
553227,109010
206970,91984
151900,84855
101020,61328
117008,59662
410080,86357
288051,89727
103985,86909
243245,76630
174569,77937
256090,110826
46380,30434
142795,84995
107799,60792
451364,140523
184794,89699
542770,136144
99790,51311
101710,43636
134856,54290
133716,57966
173258,69367
73862,57064
175664,52409
45055,28940
207713,49877
590934,159450
116645,75940
277790,56937
454925,66400
54841,39943
187350,42372
437989,101740
500447,72871
422412,116301
490472,136397
62440,52209
80096,50421
75660,39473
77955,42059
69164,33441
78320,47086
196090,42807
145522,86144
221918,98942
118289,53071
128114,80797
218135,88652
223771,106574
254860,125355
524425,165020
157059,73806
134452,70213
183726,100280
165272,104197
112032,73040
84000,46326
280790,131190
196284,81849
108243,65198
289310,106020
186875,110627
262714,122884
220232,36693
175023,82610
184711,93709
83058,74123
233265,64731
25075,15220
76832,49469
66619,48379
124787,63208
176629,75642
187798,41758
78524,52687
167328,73942
215502,82438
57974,24566
301970,82890
94185,54525
77365,54957
86895,38034
70885,45306
22211,12188
42925,22706
113305,68645
69702,45264
140299,57437
137777,69259
178760,75714
142177,64992
112142,64023
469937,126047
459530,146721
140674,64252
249093,103971
176035,58515
100598,62789
173286,68384
190431,43319
203797,71354
189908,48411
117163,45266
158447,78069
143506,67557
91739,49084
135868,73379
170126,56294
102266,46622
48353,39623
80694,31265
155822,59926
